sample_id,split,category,name,description,brand,model,serial_number,batch_no,is_used,is_refurbished,battery_health,accessory_status,ccc_number,energy_level,rohs_status,inspection_agency,inspection_conclusion,battery_safety_passed,charger_safety_passed,appearance_grade,functional_test_passed,repair_history_declared,report_text,risk_level,audit_label,reason_codes
EA-MOB-00204,train,mobile_phone,Xiaomi Redmi Note 12 5G 手机,OLED 屏幕 长续航 5G 手机,Xiaomi,Redmi Note 12 5G,IMEI860000204,B2025-204,false,false,91,partial,,Level 2,limited,苏州声学检测中心,pass,true,true,,true,,抽检结果为合格 性能 输出和绝缘测试均符合要求,low,PASS,
EA-MOB-00205,train,mobile_phone,远航Pro S手机,长续航手机,远航,Pro S,IMEI860000205,B2026-205,false,true,96,partial,,Level 2,compliant,深圳质检中心,fail,true,true,C,true,false,报告中标注型号与申报型号不一致 存在套证或错报风险,high,FAIL,undisclosed_refurbished_status
EA-MOB-00206,train,mobile_phone,星河K9手机,长续航手机,星河,K9,IMEI860000206,B2025-206,false,false,66,full,,Level 1,compliant,外部资料摘录,fail,false,false,,true,,翻新和维修痕迹明显 但未完整披露整备历史 风险较高,high,FAIL,battery_safety_concern
EA-MOB-00207,train,mobile_phone,Xiaomi Redmi Note 12 5G 手机,OLED 屏幕 长续航 5G 手机,Xiaomi,Redmi Note 12 5G,IMEI860000207,B2026-207,false,false,94,full,,Level 1,compliant,东莞质量评估站,conditional_pass,true,true,,true,,功能测试可用 外观存在轻微磨损 建议人工确认页面说明与成色描述 封签或包装存在重新整理迹象。 系统初判可流通，但建议人工再核验。,medium,REVIEW,
EA-MOB-00208,train,mobile_phone,澜讯M5手机,影像增强手机,澜讯,M5,IMEI860000208,B2025-208,false,false,96,full,,Level 2,compliant,上海质量检测院,fail,true,true,,true,,来源证明不足，包装与铭牌信息存在异常，疑似仿冒或未经授权产品。,high,FAIL,suspected_counterfeit
EA-MOB-00209,train,mobile_phone,远航Ultra 7手机,高刷屏手机,远航,Ultra 7,IMEI860000209,B2026-209,false,false,98,partial,,Level 2,compliant,杭州电子检测站,fail,true,true,,false,,关键功能测试失败，复测仍异常，不满足流通要求。,high,FAIL,
EA-MOB-00210,train,mobile_phone,Apple iPhone 13 手机,A15 芯片 5G 智能手机,Apple,iPhone 13,IMEI860000210,B2025-210,false,false,92,full,,Level 2,compliant,苏州声学检测中心,pass,true,true,,true,,连续运行测试通过 结构完好 未见异常发热和风险点 包装、铭牌与申报信息一致。,low,PASS,
EA-MOB-00211,train,mobile_phone,星河K9手机,5G全网通手机,星河,K9,IMEI860000211,B2026-211,false,false,93,partial,,Level 1,compliant,广州电子检验所,pass,true,true,,true,,实验室记录显示设备在标准工况下工作稳定 未发现异常告警 证书、批次和能效资料完整。 备注：包装文字与申报信息需人工核对。,low,PASS,
EA-MOB-00212,train,mobile_phone,Nothing Phone 2 智能手机,透明背板 Glyph 灯效 5G 手机,Nothing,Phone 2,IMEI860000212,B2025-212,false,false,94,partial,,Level 2,compliant,东莞质量评估站,pass,true,true,,true,,样机经检测符合标准 关键部件状态正常 可上市流通,low,PASS,
EA-MOB-00213,train,mobile_phone,曜石Ultra 7手机,卖家宣称全新未拆封，5G全网通手机,曜石,Ultra 7,IMEI860000213,B2026-213,false,false,49,full,,Level 1,compliant,深圳质检中心,fail,false,false,,true,,报告中标注型号与申报型号不一致 存在套证或错报风险,high,FAIL,battery_safety_concern
EA-MOB-00214,train,mobile_phone,澜讯X1手机,快充旗舰手机,澜讯,X1,IMEI860000214,B2025-214,false,false,90,full,,Level 1,compliant,杭州电子检测站,fail,true,true,,true,,报告中标注型号为K9，与申报型号X1不一致，存在套证或错报风险。 初次送检摘要写为合格，复核后已修正为不合格。,high,FAIL,report_model_mismatch
EA-MOB-00215,train,mobile_phone,Huawei Mate 50 智能手机,影像旗舰 北斗消息 智能手机,Huawei,Mate 50,IMEI860000215,B2026-215,false,false,97,full,,Level 1,compliant,南京消费品检测院,pass,true,true,,true,,样机经检测符合标准 关键部件状态正常 可上市流通 证书、批次和能效资料完整。,low,PASS,
EA-MOB-00216,train,mobile_phone,Google Pixel 7 智能手机,Tensor 芯片 影像增强 5G 手机,Google,Pixel 7,IMEI860000216,B2025-216,false,false,97,partial,,Level 1,limited,北京电子产品检测所,pass,true,true,,true,,实验室记录显示设备在标准工况下工作稳定 未发现异常告警,low,PASS,
EA-MOB-00217,train,mobile_phone,星河Note 12手机,快充旗舰手机,星河,Note 12,IMEI860000217,B2026-217,false,false,92,full,,Level 2,limited,南京消费品检测院,pass,true,true,,true,,样机经检测符合标准 关键部件状态正常 可上市流通 连续运行24小时未发现掉线、死机或输出波动。,low,PASS,
EA-MOB-00218,train,mobile_phone,HONOR Magic5 Pro 智能手机,旗舰影像 高刷屏 5G 手机,HONOR,Magic5 Pro,IMEI860000218,B2025-218,false,false,95,partial,,Level 1,compliant,平台复核,pass,true,true,,true,,抽检结果为合格 性能 输出和绝缘测试均符合要求 包装、铭牌与申报信息一致。,low,PASS,
EA-MOB-00219,train,mobile_phone,Google Pixel 7 智能手机,Tensor 芯片 影像增强 5G 手机,Google,Pixel 7,IMEI860000219,B2026-219,false,false,97,partial,,Level 2,compliant,杭州电子检测站,conditional_pass,true,true,,true,,功能测试可用 外观存在轻微磨损 建议人工确认页面说明与成色描述 封签或包装存在重新整理迹象。,medium,REVIEW,
EA-MOB-00220,train,mobile_phone,OPPO Reno10 手机,轻薄人像拍摄 5G 智能手机,OPPO,Reno10,IMEI860000220,B2025-220,false,false,88,full,,Level 1,compliant,北京电子产品检测所,pass,true,true,,true,,检测完成，建议复核。,low,PASS,
EA-MOB-00221,train,mobile_phone,曜石K9手机,快充旗舰手机,曜石,K9,IMEI860000221,,false,false,99,partial,,Level 2,compliant,南京消费品检测院,conditional_pass,true,true,,true,,基础检测通过 但报告内容较简略 建议复核附件与证书映射关系 个别备注项需人工判断是否影响销售结论。,medium,REVIEW,
EA-MOB-00222,train,mobile_phone,Huawei Mate 50 智能手机,二手影像旗舰 北斗消息 智能手机,Huawei,Mate 50,IMEI860000222,B2025-222,true,false,88,full,,Level 1,limited,北京电子产品检测所,conditional_pass,true,true,B,true,true,包 装封签存在重新整理痕迹 样机主要功能正常 建议人工抽检 Result: pass under normal operating conditions.,medium,REVIEW,
EA-MOB-00223,train,mobile_phone,云际M5手机,影像增强手机,云际,M5,IMEI860000223,B2026-223,false,false,91,partial,,Level 1,compliant,外部资料摘录,fail,true,true,,false,,关键功能测试失败，复测仍异常，不满足流通要求。 初次送检摘要写为合格，复核后已修正为不合格。,high,FAIL,
EA-MOB-00224,train,mobile_phone,曜石Ultra 7手机,5G全网通手机,曜石,Ultra 7,,B2025-224,false,false,88,full,,Level 1,compliant,杭州电子检测站,fail,true,true,,true,,报告中标注型号与申报型号不一致 存在套证或错报风险,high,FAIL,missing_device_identifier
EA-MOB-00225,val,mobile_phone,Huawei Mate 50 智能手机,影像旗舰 北斗消息 智能手机,Huawei,Mate 50,IMEI860000225,B2026-225,false,false,99,partial,,Level 1,limited,上海质量检测院,pass,true,true,,true,,检測报告显示整机功能正常 各项安全与稳定性测试合格 可正常销售 连续运行24小时未发现掉线、死机或输出波动。,low,PASS,
EA-MOB-00226,val,mobile_phone,远航K9手机,长续航手机,远航,K9,IMEI860000226,B2025-226,false,false,93,partial,,Level 2,unknown,平台复核,conditional_pass,true,true,,true,,基础检测通过 但报告内容较简略 建议复核附件与证书映射关系,medium,REVIEW,
EA-MOB-00227,val,mobile_phone,云际M5手机,高刷屏手机,云际,M5,IMEI860000227,B2026-227,false,false,51,full,,Level 1,limited,杭州电子检测站,fail,false,false,,true,,高温或耐压测试未通过 存在安全隐患 应直接拦截,high,FAIL,battery_safety_concern
EA-MOB-00228,val,mobile_phone,OPPO Reno10 手机,二手轻薄人像拍摄 5G 智能手机,OPPO,Reno10,IMEI860000228,B2025-228,true,false,77,partial,,Level 1,limited,北京电子产品检测所,conditional_pass,true,true,B,true,true,conditional_pass / medium / mobile_phone Model code in report does not match seller declaration.,medium,REVIEW,
EA-MOB-00229,val,mobile_phone,Apple iPhone 13 手机,官方翻新A15 芯片 5G 智能手机,Apple,iPhone 13,IMEI860000229,B2026-229,false,true,84,full,,Level 2,compliant,东莞质量评估站,conditional_pass,true,true,B,true,true,功能测试可用 外观存在轻微磨损 建议人工确认页面说明与成色描述,medium,REVIEW,
EA-MOB-00230,val,mobile_phone,OPPO Reno10 手机,轻薄人像拍摄 5G 智能手机,OPPO,Reno10,IMEI860000230,B2025-230,false,false,92,full,,Level 1,compliant,东莞质量评估站,conditional_pass,true,true,,true,,"已检测 基本可用 建议人工复核  系统初判可流通, 但建议人工再核验  Result: pass under normal operating conditions.",medium,REVIEW,
EA-MOB-00231,val,mobile_phone,vivo X90 手机,影像芯片 高刷屏 智能手机,vivo,X90,IMEI860000231,B2026-231,false,false,99,full,,Level 1,limited,广州电子检验所,conditional_pass,true,true,,true,,环境或能效信息不够完整 建议核对补充资料后再放行 封签或包 装存在重新整理迹象。 备注：包装文字与申报信息需人工核对。 Manual review is recommended before release.,medium,REVIEW,
EA-MOB-00232,val,mobile_phone,vivo X90 手机,影像芯片 高刷屏 智能手机,vivo,X90,IMEI860000232,B2025-232,false,false,96,partial,,Level 3,unknown,深圳质检中心,conditional_pass,true,true,,true,,基础检测通过 但报告内容较简略 建议复核附件与证书映射关系,medium,REVIEW,
EA-MOB-00233,val,mobile_phone,Apple iPhone 14 手机,A15 芯片 5G 智能手机,Apple,iPhone 14,IMEI860000233,B2026-233,false,false,88,full,,Level 2,limited,深圳质检中心,conditional_pass,true,true,,true,,基础检测通过 但报告内容较简略 建议复核附件与证书映射关系 个别备注项需人工判断是否影响销售结论。,medium,REVIEW,
EA-MOB-00234,val,mobile_phone,Samsung Galaxy S23 智能手机,二手骁龙平台 影像旗舰 5G 手机,Samsung,Galaxy S23,IMEI860000234,B2025-234,true,false,84,full,,Level 2,compliant,东莞质量评估站,conditional_pass,true,true,A,true,true,检测意见为有条件合格 需人工确认备注项是否已在商品页披露,medium,REVIEW,
EA-MOB-00235,val,mobile_phone,星河X1手机,高刷屏手机,星河,X1,IMEI860000235,B2026-235,false,false,93,partial,,Level 1,limited,上海质量检测院,fail,true,true,,true,,报告中标注型号为Pro S，与申报型号X1不一致，存在套证或错报风险。,high,FAIL,report_model_mismatch
EA-MOB-00236,val,mobile_phone,Apple iPhone 14 手机,A15 芯片 5G 智能手机,Apple,iPhone 14,IMEI860000236,B2025-236,false,false,99,full,,Level 2,limited,深圳质检中心,conditional_pass,true,true,,true,,已检测 基本可用 建议人工复核。,medium,REVIEW,
EA-MOB-00237,val,mobile_phone,澜讯Ultra 7手机,长续航手机,澜讯,Ultra 7,IMEI860000237,,false,false,90,partial,,Level 1,limited,东莞质量评估站,fail,true,true,,false,,"关键功能测试失败, 复测仍异常, 不满足流通要求",high,FAIL,
EA-MOB-00238,val,mobile_phone,星河K9手机,快充旗舰,星河,K9,,B2025-238,false,false,89,partial,,Level 1,limited,外部资料摘录,fail,true,true,,true,,高温或耐压测试未通過 存在安全隐患 应直接拦截 Observed thermal issue during repeated charging cycle.,high,FAIL,missing_device_identifier
EA-MOB-00239,val,mobile_phone,云际Pro S手机,快充旗舰手机,云际,Pro S,,B2026-239,false,false,91,partial,,Level 1,compliant,上海质量检测院,fail,false,false,,true,,来源证明不足 外包装与铭牌信息异常 疑似仿冒或未经授权产品,high,FAIL,missing_device_identifier|battery_safety_concern
EA-MOB-00240,val,mobile_phone,云际Ultra 7手机,5G全网通手机,云际,Ultra 7,IMEI860000240,B2025-240,false,true,89,partial,,Level 1,compliant,杭州电子检测站,fail,true,true,C,true,false,设备身份信息无法核验 且存在异常发热记录 不应上架,high,FAIL,undisclosed_refurbished_status
EA-MOB-00241,val,mobile_phone,Apple iPhone 14 手机,A15 芯片 5G 智能手机,Apple,iPhone 14,IMEI860000241,B2026-241,false,false,98,partial,,Level 2,limited,南京消费品检测院,pass,true,true,,true,,实验室记录显示设备在标准工况下工作稳定 未发现异常告警 连续运行24小时未发现掉线、死机或输出波动。,low,PASS,
EA-MOB-00242,val,mobile_phone,澜讯Pro S手机,高刷屏手机,澜讯,Pro S,IMEI860000242,B2025-242,false,false,95,partial,,Level 1,limited,南京消费品检测院,fail,true,true,,true,,报告中标注型号为X1，与申报型号Pro S不一致，存在套证或错报风险。,high,FAIL,report_model_mismatch
EA-MOB-00243,val,mobile_phone,Apple iPhone 13 手机,A15 芯片 5G 智能手机,Apple,iPhone 13,IMEI860000243,B2026-243,false,false,98,partial,,Level 1,compliant,北京电子产品检测所,pass,true,true,,true,,实验室记录显示设备在标准工况下工作稳定 未发现异常告警 证书、批次和能效资料完整。,low,PASS,
EA-MOB-00244,val,mobile_phone,星河Note 12手机,长续航手机,星河,Note 12,IMEI860000244,B2025-244,false,false,94,full,,Level 2,compliant,南京消费品检测院,fail,true,true,,false,,关键功能测试失败，复测仍异常，不满足流通要求。,high,FAIL,
EA-MOB-00245,val,mobile_phone,澜讯Note 12手机,5G全网通手机,澜讯,Note 12,,B2026-245,false,false,98,partial,,Level 2,compliant,广州电子检验所,fail,true,true,,true,,设备身份信息无法核验 且存在异常发热记录 不应上架 Result: pass under normal operating conditions.,high,FAIL,missing_device_identifier
EA-MOB-00246,val,mobile_phone,Xiaomi Redmi Note 12 5G 手机,OLED 屏幕 长续航 5G 手机,Xiaomi,Redmi Note 12 5G,IMEI860000246,B2025-246,false,false,95,partial,,Level 1,compliant,杭州电子检测站,pass,true,true,,true,,见附件。,low,PASS,
EA-MOB-00247,val,mobile_phone,远航Note 12手机,长续航手机,远航,Note 12,IMEI860000247,B2026-247,false,true,93,partial,,Level 2,limited,北京电子产品检测所,fail,true,true,B,true,false,翻新和维修痕迹明显 但未完整披露整备历史 风险较高,high,FAIL,undisclosed_refurbished_status
EA-MOB-00248,val,mobile_phone,Samsung Galaxy S23 智能手机,骁龙平台 影像旗舰 5G 手机,Samsung,Galaxy S23,IMEI860000248,B2025-248,false,false,99,partial,,Level 2,compliant,北京电子产品检测所,conditional_pass,true,true,,true,,已检测 基本可用 建议人工复核。,medium,REVIEW,
EA-MOB-00249,val,mobile_phone,Samsung Galaxy S23 智能手机,骁龙平台 影像旗舰 5G 手机,Samsung,Galaxy S23,IMEI860000249,B2026-249,false,false,92,partial,,Level 1,limited,北京电子产品检测所,conditional_pass,true,true,,true,,包装封签存在重新整理痕迹 样机主要功能正常 建议人工抽检 封签或包装存在重新整理迹象。,medium,REVIEW,
EA-MOB-00250,val,mobile_phone,OnePlus 11 手机,骁龙平台 哈苏影像 5G 手机,OnePlus,OnePlus 11,IMEI860000250,B2025-250,false,false,99,full,,Level 1,limited,苏州声学检测中心,pass,true,true,,true,,检测报告显示整机功能正常 各项安全与稳定性测试合格 可正常销售 包 装、铭牌与申报信息一致,low,PASS,
EA-MOB-00251,val,mobile_phone,HONOR Magic5 Pro 智能手机,旗舰影像 高刷,HONOR,Magic5 Pro,IMEI860000251,B2026-251,false,false,95,partial,,Level 1,compliant,杭州电子检测站,pass,true,true,,true,,样机经检测符合标准 关键部件状态正常 可上市流通 证书、批次和能效资料完整。,low,PASS,
EA-MOB-00252,val,mobile_phone,vivo X90 手机,影像芯片 高刷屏 智能手机,vivo,X90,IMEI860000252,B2025-252,false,false,96,full,,Level 1,compliant,广州电子检验所,pass,true,true,,true,,抽检结果为合格 性能 输出和绝缘测试均符合要求,low,PASS,
EA-MOB-00253,val,mobile_phone,Huawei Mate 50 智能手机,官方翻新影像旗舰 北斗消息 智能手机,Huawei,Mate 50,IMEI860000253,B2026-253,false,true,90,full,,Level 2,compliant,南京消费品检测院,conditional_pass,true,true,B,true,true,包 装封签存在重新整理痕迹 样机主要功能正常 建议人工抽检,medium,REVIEW,
EA-MOB-00254,val,mobile_phone,HONOR Magic5 Pro 智能手机,旗舰影像 高刷屏 5G 手机,HONOR,Magic5 Pro,IMEI860000254,B2025-254,false,false,97,full,,Level 2,limited,北京电子产品检测所,pass,true,true,,true,,见附件。 Model code in report does not match seller declaration.,low,PASS,
EA-MOB-00255,val,mobile_phone,澜讯Note 12手机,快充旗舰手机,澜讯,Note 12,IMEI860000255,B2026-255,false,false,56,partial,,Level 2,limited,深圳质检中心,fail,false,false,,true,,来源证明不足 外包装与铭牌信息异常 疑似仿冒或未经授权产品 Observed thermal issue during repeated charging cycle.,high,FAIL,battery_safety_concern
EA-MOB-00256,val,mobile_phone,HONOR Magic5 Pro 智能手机,旗舰影像 高刷屏 5G 手机,HONOR,Magic5 Pro,IMEI860000256,B2025-256,false,false,100,full,,Level 2,limited,杭州电子检测站,conditional_pass,true,true,,true,,翻新记录已声明 样机功能正常 建议带翻新标识销售并人工复核详情 备注：包装文字与申报信息需人工核对。,medium,REVIEW,
EA-MOB-00257,val,mobile_phone,OPPO Reno10 手机,轻薄人像拍摄 5G 智能手机,OPPO,Reno10,IMEI860000257,B2026-257,false,false,88,full,,Level 1,compliant,广州电子检验所,conditional_pass,true,true,,true,,基础检测通过 但报告内容较简略 建议复核附件与证书映射关系 个别备注项需人工判断是否影响销售结论。 系统初判可流通，但建议人工再核验。,medium,REVIEW,
EA-MOB-00258,val,mobile_phone,星河K9手机,5G全网通手机,星河,K9,IMEI860000258,B2025-258,false,false,94,partial,,Level 2,compliant,东莞质量评估站,fail,true,true,,false,,关键功能测试失败，复测仍异常，不满足流通要求。,high,FAIL,
EA-MOB-00259,val,mobile_phone,云际Pro S手机,快充旗舰手机,云际,Pro S,,B2026-259,false,false,92,partial,,Level 2,limited,东莞质量评估站,fail,true,true,,true,,来源证明不足 外包装与铭牌信息异常 疑似仿冒或未经授权产品,high,FAIL,missing_device_identifier
EA-MOB-00260,val,mobile_phone,Samsung Galaxy A54 5G 智能手机,AMOLED 屏幕 防水 5G 手机,Samsung,Galaxy A54 5G,IMEI860000260,B2025-260,false,false,89,full,,Level 1,compliant,上海质量检测院,pass,true,true,,true,,样机经检测符合标准 关键部件状态正常 可上市流通 备注：包装文字与申报信息需人工核对。,low,PASS,
EA-MOB-00261,val,mobile_phone,澜讯Note 12手机,影像增强手机,澜讯,Note 12,IMEI860000261,B2026-261,false,false,93,partial,,Level 1,compliant,杭州电子检测站,conditional_pass,true,true,,true,,包装封签存在重新整理痕迹 样机主要功能正常 建议人工抽检 封签或包装存在重新整理迹象。 系统初判可流通，但建议人工再核验。,medium,REVIEW,
EA-MOB-00262,val,mobile_phone,Xiaomi Redmi Note 12 5G 手机,OLED 屏幕 长续航 5G 手机,Xiaomi,Redmi Note 12 5G,IMEI860000262,B2025-262,false,false,94,partial,,Level 2,unknown,南京消费品检测院,conditional_pass,true,true,,true,,包装封签存在重新整理痕迹 样机主要功能正常 建议人工抽检 Result: pass under normal operating conditions.,medium,REVIEW,
EA-MOB-00263,val,mobile_phone,澜讯M5手机,长续航手机,澜讯,M5,IMEI860000263,B2026-263,false,false,97,partial,,Level 1,compliant,成都电子检测中心,pass,true,true,,true,,实验室记录显示设备在标准工况下工作稳定 未发现异常告警 证书、批次和能效资料完整。,low,PASS,
EA-MOB-00264,val,mobile_phone,vivo X90 手机,影像芯片 高刷屏 智能手机,vivo,X90,IMEI860000264,B2025-264,false,false,97,partial,,Level 2,compliant,成都电子检测中心,pass,true,true,,true,,抽检结果为合格 性能 输出和绝缘测试均符合要求,low,PASS,
EA-MOB-00265,val,mobile_phone,Google Pixel 7 智能手机,官方翻新Tensor 芯片 影像增强 5G 手机,Google,Pixel 7,IMEI860000265,B2026-265,false,true,89,partial,,Level 1,compliant,南京消费品检测院,conditional_pass,true,true,A,true,true,包装封签存在重新整理痕迹 样机主要功能正常 建议人工抽检,medium,REVIEW,
EA-MOB-00266,val,mobile_phone,星河M5手机,快充旗舰手机,星河,M5,IMEI860000266,B2025-266,false,false,93,partial,,Level 1,compliant,成都电子检测中心,pass,true,true,,true,,样机经检测符合标准 关键部件状态正常 可上市流通 包装、铭牌与申报信息一致。,low,PASS,
EA-MOB-00267,val,mobile_phone,澜讯X1手机,影像增强手机,澜讯,X1,,B2026-267,false,false,91,partial,,Level 2,compliant,广州电子检验所,fail,false,false,,true,,见附件。,high,FAIL,missing_device_identifier|battery_safety_concern
EA-MOB-00268,val,mobile_phone,Motorola Edge 40 Pro 手机,高刷新率屏幕 快充 5G 手机,Motorola,Edge 40 Pro,IMEI860000268,B2025-268,false,false,89,partial,,Level 2,limited,上海质量检测院,pass,true,true,,true,,实验室记录显示设备在标准工况下工作稳定 未发现异常告警,low,PASS,
EA-MOB-00269,val,mobile_phone,Google Pixel 7 智能手机,Tensor 芯片 影像增强 5G 手机,Google,Pixel 7,IMEI860000269,B2026-269,false,false,90,partial,,Level 2,compliant,第三方送检,conditional_pass,true,true,,true,,基础检测通过 但报告内容较简略 建议复核附件与证书映射关系 个别备注项需人工判断是否影响销售结论。,medium,REVIEW,
EA-MOB-00270,val,mobile_phone,星河Ultra 7手机,影像增强手机,星河,Ultra 7,IMEI860000270,B2025-270,false,false,95,full,,Level 2,compliant,北京电子产品检测所,pass,true,true,,true,,样机经检测符合标准 关键部件状态正常 可上市流通 包装、铭牌与申报信息一致。,low,PASS,
EA-MOB-00271,val,mobile_phone,远航K9手机,长续航手机,远航,K9,IMEI860000271,B2026-271,false,false,95,full,,Level 1,compliant,北京电子产品检测所,fail,true,true,,true,,来源证明不足，包装与铭牌信息存在异常，疑似仿冒或未经授权产品。,high,FAIL,suspected_counterfeit
EA-MOB-00272,val,mobile_phone,vivo X90 手机,影像芯片 高刷屏 智能手机，卖家补充资料稍后上传,vivo,X90,IMEI860000272,B2025-272,false,false,89,partial,,Level 2,limited,成都电子检测中心,pass,true,true,,true,,样机经检测符合标准 关键部件状态正常 可上市流通,low,PASS,
EA-MOB-00273,test,mobile_phone,星河Ultra 7手机,影像增强手机,星河,Ultra 7,,B2026-273,false,false,91,partial,,Level 2,compliant,深圳质检中心,fail,true,true,,true,,翻新和维修痕迹明显 但未完整披露整备历史 风险较高,high,FAIL,missing_device_identifier
EA-MOB-00274,test,mobile_phone,Samsung Galaxy A54 5G 智能手机,AMOLED 屏幕 防水 5G 手机,Samsung,Galaxy A54 5G,IMEI860000274,B2025-274,false,false,96,partial,,Level 2,unknown,南京消费品检测院,conditional_pass,true,true,,true,,检测意见为有条件合格 需人工确认备注项是否已在商品页披露,medium,REVIEW,
EA-MOB-00275,test,mobile_phone,Apple iPhone 15 手机,灵动岛 USB-C 接口 5G 智能手机,Apple,iPhone 15,IMEI860000275,B2026-275,false,false,100,partial,,Level 1,compliant,杭州电子检测站,conditional_pass,true,true,,true,,环境或能效信息不够完整 建议核对补充资料后再放行 个别备注项需人工判断是否影响销售结论。 系统初判可流通，但建议人工再核验。,medium,REVIEW,
EA-MOB-00276,test,mobile_phone,澜讯Pro S手机,二手长续,澜讯,Pro S,IMEI860000276,B2025-276,true,false,85,partial,,Level 1,compliant,成都电子检测中心,conditional_pass,true,true,A,true,true,包装封签存在重新整理痕迹 样机主要功能正常 建议人工抽检,medium,REVIEW,
EA-MOB-00277,test,mobile_phone,Apple iPhone 14 手机,A15 芯片 ,Apple,iPhone 14,IMEI860000277,B2026-277,false,false,93,partial,,Level 1,compliant,成都电子检测中心,pass,true,true,,true,,检测报告显示整机功能正常 各项安全与稳定性测试合格 可正常销售 连续运行24小时未发现掉线、死机或输出波动。 备注：包装文字与申报信息需人 工核对。 Manual review is recommended before release.,low,PASS,
EA-MOB-00278,test,mobile_phone,Huawei Mate 50 智能手机,影像旗舰 北斗消息 智能手机,Huawei,Mate 50,IMEI860000278,B2025-278,false,false,89,full,,Level 1,compliant,杭州电子检测站,conditional_pass,true,true,,true,,已检測 基本可用 建议人 工复核。 Model code in report does not match seller declaration.,medium,REVIEW,
EA-MOB-00279,test,mobile_phone,澜讯X1手机,影像增强手机,澜讯,X1,IMEI860000279,B2026-279,false,false,92,full,,Level 2,compliant,北京电子产品检测所,fail,true,true,,false,,关键功能测试失败，复测仍异常，不满足流通要求。,high,FAIL,
EA-MOB-00280,test,mobile_phone,Google Pixel 7 智能手机,Tensor 芯片 影像增强 5G 手机,Google,Pixel 7,IMEI860000280,B2025-280,false,false,100,partial,,Level 2,compliant,深圳质检中心,pass,true,true,,true,,实验室记录显示设备在标准工况下工作稳定 未发现异常告警,low,PASS,
EA-MOB-00281,test,mobile_phone,星河M5手机,5G全网通手机,星河,M5,,B2026-281,false,false,95,full,,Level 2,compliant,上海质量检测院,fail,false,false,,true,,检测中发现关键安全项未达标 不建议继续销售,high,FAIL,missing_device_identifier|battery_safety_concern
EA-MOB-00282,test,mobile_phone,Motorola Edge 40 Pro 手机,高刷新率屏幕 快充 5G 手机,Motorola,Edge 40 Pro,IMEI860000282,B2025-282,false,false,89,partial,,Level 2,compliant,东莞质量评估站,pass,true,true,,true,,抽检结果为合格 性能 输出和绝缘测试均符合要求 包 装、铭牌与申报信息一致  Model code in report does not match seller declaration.,low,PASS,
EA-MOB-00283,test,mobile_phone,Motorola Edge 40 Pro 手机,高刷新率屏幕 快充 5G 手机,Motorola,Edge 40 Pro,IMEI860000283,B2026-283,false,false,91,full,,Level 1,compliant,成都电子检测中心,pass,true,true,,true,,抽检结果为合格 性能 输出和绝缘测试均符合要求 证书、批次和能效资料完整。,low,PASS,
EA-MOB-00284,test,mobile_phone,曜石K9手机,影像增强手机,曜石,K9,IMEI860000284,B2025-284,false,false,92,partial,,Level 1,limited,成都电子检测中心,conditional_pass,true,true,,true,,已检测 基本可用 建 议人工复核。,medium,REVIEW,
EA-MOB-00285,test,mobile_phone,澜讯Ultra 7手机,5G全网通手机,澜讯,Ultra 7,IMEI860000285,B2026-285,false,false,90,partial,,Level 2,compliant,成都电子检测中心,fail,true,true,,true,,来源证明不足，包装与铭牌信息存在异常，疑似仿冒或未经授权产品。,high,FAIL,suspected_counterfeit
EA-MOB-00286,test,mobile_phone,曜石Ultra 7手机,高刷屏手机,曜石,Ultra 7,IMEI860000286,B2025-286,false,false,89,partial,,Level 2,compliant,成都电子检测中心,fail,true,true,,false,,关键功能测试失败，复测仍异常，不满足流通要求。,high,FAIL,
EA-MOB-00287,test,mobile_phone,Huawei Mate 50 智能手机,影像旗舰 北斗消息 智能手机,Huawei,Mate 50,IMEI860000287,B2026-287,false,false,93,full,,Level 1,compliant,广州电子检验所,pass,true,true,,true,,检测报告显示整机功能正常 各项安全与稳定性测试合格 可正常销售 证书、批次和能效资料完整。,low,PASS,
EA-MOB-00288,test,mobile_phone,Motorola Edge 40 Pro 手机,二手高刷新率屏幕 快充 5G 手机,Motorola,Edge 40 Pro,IMEI860000288,B2025-288,true,false,78,full,,Level 1,compliant,广州电子检验所,conditional_pass,true,true,A,true,true,基础检测通过 但报告内容较简略 建议复核附件与证书映射关系,medium,REVIEW,
EA-MOB-00289,test,mobile_phone,HONOR Magic5 Pro 智能手机,官方翻新旗舰影像 高刷屏 5G 手机,HONOR,Magic5 Pro,IMEI860000289,B2026-289,false,true,92,full,,Level 1,compliant,上海质量检测院,conditional_pass,true,true,B,true,true,检测完成，建议复核。,medium,REVIEW,
EA-MOB-00290,test,mobile_phone,远航Note 12手机,5G全网通手机，卖家补充资料稍后上传,远航,Note 12,IMEI860000290,B2025-290,false,false,91,full,,Level 1,compliant,上海质量检测院,pass,true,true,,true,,实验室记录显示设备在标准工况下工作稳定 未发现异常告警 包装、铭牌与申报信息一致。,low,PASS,
EA-MOB-00291,test,mobile_phone,远航X1手机,5G全网通手机,远航,X1,IMEI860000291,B2026-291,false,false,99,full,,Level 1,compliant,深圳质检中心,fail,true,true,,true,,报告中标注型号为X1X，与申报型号X1不一致，存在套证或错报风险。,high,FAIL,report_model_mismatch
