sample_id,split,category,name,description,brand,model,serial_number,batch_no,is_used,is_refurbished,battery_health,accessory_status,ccc_number,energy_level,rohs_status,inspection_agency,inspection_conclusion,battery_safety_passed,charger_safety_passed,appearance_grade,functional_test_passed,repair_history_declared,report_text,risk_level,audit_label,reason_codes
HC-LAP-0081,holdout,laptop,灵曜LAP-84,灵曜LAP-84电子设备，卖家描述为可正常使用。,灵曜,LAP-84,SN-LAP-000081,H2027-0081,false,false,91,partial,,Level 3,limited,第三方送检,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Supplement: model code mismatch observed in appendix.",medium,REVIEW,
HC-LAP-0082,holdout,laptop,灵曜LAP-85,官方整备机，灵曜LAP-85电子设备，卖家描述为可正常使用。,灵曜,LAP-85,SN-LAP-000082,H2026-0082,false,true,91,full,,Level 2,unknown,第三方送检,conditional_pass,true,true,B,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-LAP-0083,holdout,laptop,云锋LAP-86,云锋LAP-86电子设备，卖家描述为可正常使用。,云锋,LAP-86,SN-LAP-000083,H2027-0083,false,false,91,none,,Level 1,limited,第三方送检,conditional_pass,true,true,,true,,基础功能通过，但部分安全指标描述模糊，最终意见改为建议人工复核后再决定是否放行。,medium,REVIEW,
HC-LAP-0084,holdout,laptop,极光LAP-87,卖家描述较短：极光LAP-87可正常使用。,极光,LAP-87,SN-LAP-000084,H2026-0084,false,false,91,full,,Level 3,limited,第三方送检,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-LAP-0085,holdout,laptop,云锋LAP-88,云锋LAP-88电子设备，卖家描述为可正常使用。,云锋,LAP-88,SN-LAP-000085,H2027-0085,false,false,91,none,,Level 1,compliant,平台复核,fail,false,false,,true,,卖家提供的附件摘要称设备可正常使用，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-LAP-0086,holdout,laptop,灵曜LAP-89,灵曜LAP-89电子设备，卖家描述为可正常使用。,灵曜,LAP-89,SN-LAP-0,H2026-0086,false,false,91,none,,Level 3,compliant,深圳质检中心,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-LAP-0087,holdout,laptop,云锋LAP-90,卖家宣称全新未拆封，云锋LAP-90电子设备，卖家描述为可正常使用。,云锋,LAP-90,SN-LAP-000087,H2027-0087,false,true,91,none,,Level 2,compliant,第三方送检,fail,true,true,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-LAP-0088,holdout,laptop,灵曜LAP-91,灵曜LAP-91电子设备，卖家描述为可正常使用。,灵曜,LAP-91,SN-LAP-000088,H2026-0088,false,false,91,partial,,Level 3,compliant,第三方送检,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Thermal retest result remains unstable after 20 cycles.",medium,REVIEW,
HC-LAP-0089,holdout,laptop,极光LAP-92,官方整备机，极光LAP-92电子设备，卖家描述为可正常使用。,极光,LAP-92,SN-LAP-000089,H2027-0089,false,true,91,full,,Level 2,compliant,第三方送检,conditional_pass,true,true,B,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-LAP-0090,holdout,laptop,极光LAP-93,极光LAP-93电子设备，卖家描述为可正常使用。,极光,LAP-93,SN-LAP-000090,H2026-0090,false,false,91,partial,,Level 3,unknown,平台复核,conditional_pass,true,true,,true,,基础功能通过，但部分安全指标描述模糊，最终意见改为建议人工复核后再决定是否放行。,medium,REVIEW,
HC-LAP-0091,holdout,laptop,云锋LAP-94,卖家描述较短：云锋LAP-94可正常使用。,云锋,LAP-94,SN-LAP-000091,H2027-0091,false,false,91,partial,,Level 1,compliant,平台复核,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-LAP-0092,holdout,laptop,灵曜LAP-95,灵曜LAP-95电子设备，卖家描述为可正常使用。,灵曜,LAP-95,SN-LAP-000092,H2026-0092,false,false,91,none,,Level 2,limited,第三方送检,fail,false,false,,true,,送检记录第一页显示外观与基本功能合格，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-LAP-0093,holdout,laptop,极光LAP-96,极光LAP-96电子设备，卖家描述为可正常使用。,极光,LAP-96,SN-LAP-0,H2027-0093,false,false,91,partial,,Level 2,compliant,第三方送检,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-LAP-0094,holdout,laptop,云锋LAP-97,卖家宣称全新未拆封，云锋LAP-97电子设备，卖家描述为可正常使用。,云锋,LAP-97,SN-LAP-000094,H2026-0094,false,true,91,full,,Level 2,compliant,平台复核,fail,true,true,C,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-LAP-0095,holdout,laptop,云锋LAP-98,云锋LAP-98电子设备，卖家描述为可正常使用。,云锋,LAP-98,SN-LAP-000095,H2027-0095,false,false,91,partial,,Level 1,compliant,平台复核,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Thermal retest result remains unstable after 20 cycles.",medium,REVIEW,
HC-LAP-0096,holdout,laptop,云锋LAP-99,官方整备机，云锋LAP-99电子设备，卖家描述为可正常使用。,云锋,LAP-99,SN-LAP-000096,H2026-0096,false,true,91,full,,Level 2,unknown,深圳质检中心,conditional_pass,true,true,A,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-TAB-0097,holdout,tablet,学伴TAB-3,学伴TAB-3电子设备，卖家描述为可正常使用。,学伴,TAB-3,SN-TAB-000097,H2027-0097,false,false,91,none,,Level 1,compliant,第三方送检,conditional_pass,true,true,,true,,基础功能通过，但部分安全指标描述模糊，但备注项较多，需要结合附件人工判断。,medium,REVIEW,
HC-TAB-0098,holdout,tablet,云图TAB-4,卖家描述较短：云图TAB-4可正常使用。,云图,TAB-4,SN-TAB-000098,H2026-0098,false,false,91,full,,Level 1,compliant,深圳质检中心,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-TAB-0099,holdout,tablet,学伴TAB-5,学伴TAB-5电子设备，卖家描述为可正常使用。,学伴,TAB-5,SN-TAB-000099,H2027-0099,false,false,91,none,,Level 1,unknown,平台复核,fail,false,false,,true,,卖家提供的附件摘要称设备可正常使用，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-TAB-0100,holdout,tablet,星阅TAB-6,星阅TAB-6电子设备，卖家描述为可正常使用。,星阅,TAB-6,SN-TAB-0,H2026-0100,false,false,91,partial,,Level 2,unknown,平台复核,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-TAB-0101,holdout,tablet,星阅TAB-7,卖家宣称全新未拆封，星阅TAB-7电子设备，卖家描述为可正常使用。,星阅,TAB-7,SN-TAB-000101,H2027-0101,false,true,91,partial,,Level 3,compliant,深圳质检中心,fail,true,true,C,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-TAB-0102,holdout,tablet,星阅TAB-8,星阅TAB-8电子设备，卖家描述为可正常使用。,星阅,TAB-8,SN-TAB-000102,H2026-0102,false,false,91,none,,Level 2,unknown,深圳质检中心,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Thermal retest result remains unstable after 20 cycles.",medium,REVIEW,
HC-TAB-0103,holdout,tablet,学伴TAB-9,官方整备机，学伴TAB-9电子设备，卖家描述为可正常使用。,学伴,TAB-9,SN-TAB-000103,H2027-0103,false,true,91,none,,Level 1,unknown,第三方送检,conditional_pass,true,true,B,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-TAB-0104,holdout,tablet,云图TAB-10,云图TAB-10电子设备，卖家描述为可正常使用。,云图,TAB-10,SN-TAB-000104,H2026-0104,false,false,91,partial,,Level 1,compliant,平台复核,conditional_pass,false,false,,true,,基础功能通过，但部分安全指标描述模糊，最终意见改为建议人工复核后再决定是否放行。,medium,REVIEW,battery_safety_concern
HC-TAB-0105,holdout,tablet,云图TAB-11,卖家描述较短：云图TAB-11可正常使用。,云图,TAB-11,SN-TAB-000105,H2027-0105,false,false,91,partial,,Level 1,unknown,第三方送检,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-TAB-0106,holdout,tablet,学伴TAB-12,学伴TAB-12电子设备，卖家描述为可正常使用。,学伴,TAB-12,SN-TAB-000106,H2026-0106,false,false,91,none,,Level 2,unknown,第三方送检,fail,false,false,,true,,送检记录第一页显示外观与基本功能合格，但后续复检备注明确建议暂缓上架。,high,FAIL,battery_safety_concern
HC-TAB-0107,holdout,tablet,云图TAB-13,云图TAB-13电子设备，卖家描述为可正常使用。,云图,TAB-13,SN-TAB-0,H2027-0107,false,false,91,full,,Level 1,compliant,深圳质检中心,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-TAB-0108,holdout,tablet,学伴TAB-14,卖家宣称全新未拆封，学伴TAB-14电子设备，卖家描述为可正常使用。,学伴,TAB-14,SN-TAB-000108,H2026-0108,false,true,91,none,,Level 3,compliant,第三方送检,fail,true,true,B,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-TAB-0109,holdout,tablet,学伴TAB-15,学伴TAB-15电子设备，卖家描述为可正常使用。,学伴,TAB-15,SN-TAB-000109,H2027-0109,false,false,91,none,,Level 2,unknown,深圳质检中心,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Supplement: model code mismatch observed in appendix.",medium,REVIEW,
HC-TAB-0110,holdout,tablet,星阅TAB-16,官方整备机，星阅TAB-16电子设备，卖家描述为可正常使用。,星阅,TAB-16,SN-TAB-000110,H2026-0110,false,true,91,none,,Level 1,limited,平台复核,conditional_pass,true,true,B,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-TAB-0111,holdout,tablet,学伴TAB-17,学伴TAB-17电子设备，卖家描述为可正常使用。,学伴,TAB-17,SN-TAB-000111,H2027-0111,false,false,91,partial,,Level 2,compliant,第三方送检,conditional_pass,false,true,,true,,基础功能通过，但部分安全指标描述模糊，最终意见改为建议人工复核后再决定是否放行。,medium,REVIEW,battery_safety_concern
HC-TAB-0112,holdout,tablet,学伴TAB-18,卖家描述较短：学伴TAB-18可正常使用。,学伴,TAB-18,SN-TAB-000112,H2026-0112,false,false,91,full,,Level 1,limited,第三方送检,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-TAB-0113,holdout,tablet,学伴TAB-19,学伴TAB-19电子设备，卖家描述为可正常使用。,学伴,TAB-19,SN-TAB-000113,H2027-0113,false,false,91,none,,Level 3,unknown,深圳质检中心,fail,false,false,,true,,初检摘要写明样机功能正常，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-TAB-0114,holdout,tablet,星阅TAB-20,星阅TAB-20电子设备，卖家描述为可正常使用。,星阅,TAB-20,SN-TAB-0,H2026-0114,false,false,91,partial,,Level 3,limited,深圳质检中心,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-TAB-0115,holdout,tablet,学伴TAB-21,卖家宣称全新未拆封，学伴TAB-21电子设备，卖家描述为可正常使用。,学伴,TAB-21,SN-TAB-000115,H2027-0115,false,true,91,none,,Level 1,limited,深圳质检中心,fail,true,true,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-TAB-0116,holdout,tablet,云图TAB-22,云图TAB-22电子设备，卖家描述为可正常使用。,云图,TAB-22,SN-TAB-000116,H2026-0116,false,false,91,none,,Level 2,compliant,深圳质检中心,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Thermal retest result remains unstable after 20 cycles.",medium,REVIEW,
HC-TAB-0117,holdout,tablet,云图TAB-23,官方整备机，云图TAB-23电子设备，卖家描述为可正常使用。,云图,TAB-23,SN-TAB-000117,H2027-0117,false,true,91,partial,,Level 3,limited,深圳质检中心,conditional_pass,true,true,B,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-TAB-0118,holdout,tablet,云图TAB-24,云图TAB-24电子设备，卖家描述为可正常使用。,云图,TAB-24,SN-TAB-000118,H2026-0118,false,false,91,none,,Level 1,limited,平台复核,conditional_pass,true,true,,true,,基础功能通过，但部分安全指标描述模糊，但备注项较多，需要结合附件人工判断。,medium,REVIEW,
HC-TAB-0119,holdout,tablet,云图TAB-25,卖家描述较短：云图TAB-25可正常使用。,云图,TAB-25,SN-TAB-000119,H2027-0119,false,false,91,full,,Level 2,compliant,平台复核,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-TAB-0120,holdout,tablet,学伴TAB-26,学伴TAB-26电子设备，卖家描述为可正常使用。,学伴,TAB-26,SN-TAB-000120,H2026-0120,false,false,91,full,,Level 3,limited,第三方送检,fail,false,false,,true,,初检摘要写明样机功能正常，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-TAB-0121,holdout,tablet,星阅TAB-27,星阅TAB-27电子设备，卖家描述为可正常使用。,星阅,TAB-27,SN-TAB-0,H2027-0121,false,false,91,partial,,Level 1,unknown,第三方送检,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-TAB-0122,holdout,tablet,云图TAB-28,卖家宣称全新未拆封，云图TAB-28电子设备，卖家描述为可正常使用。,云图,TAB-28,SN-TAB-000122,H2026-0122,false,true,91,full,,Level 2,unknown,平台复核,fail,true,true,B,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-TAB-0123,holdout,tablet,星阅TAB-29,星阅TAB-29电子设备，卖家描述为可正常使用。,星阅,TAB-29,SN-TAB-000123,H2027-0123,false,false,91,full,,Level 3,limited,平台复核,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Thermal retest result remains unstable after 20 cycles.",medium,REVIEW,
HC-TAB-0124,holdout,tablet,学伴TAB-30,官方整备机，学伴TAB-30电子设备，卖家描述为可正常使用。,学伴,TAB-30,SN-TAB-000124,H2026-0124,false,true,91,none,,Level 2,unknown,平台复核,conditional_pass,true,true,A,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-TAB-0125,holdout,tablet,学伴TAB-31,学伴TAB-31电子设备，卖家描述为可正常使用。,学伴,TAB-31,SN-TAB-000125,H2027-0125,false,false,91,full,,Level 3,limited,第三方送检,conditional_pass,true,false,,true,,基础功能通过，但部分安全指标描述模糊，后页注明可继续流通但必须人工核查披露内容。,medium,REVIEW,battery_safety_concern
HC-TAB-0126,holdout,tablet,云图TAB-32,卖家描述较短：云图TAB-32可正常使用。,云图,TAB-32,SN-TAB-000126,H2026-0126,false,false,91,partial,,Level 2,unknown,平台复核,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-TAB-0127,holdout,tablet,星阅TAB-33,星阅TAB-33电子设备，卖家描述为可正常使用。,星阅,TAB-33,SN-TAB-000127,H2027-0127,false,false,91,none,,Level 2,limited,平台复核,fail,false,false,,true,,送检记录第一页显示外观与基本功能合格，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-TAB-0128,holdout,tablet,学伴TAB-34,学伴TAB-34电子设备，卖家描述为可正常使用。,学伴,TAB-34,SN-TAB-0,H2026-0128,false,false,91,full,,Level 3,limited,平台复核,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-TAB-0129,holdout,tablet,星阅TAB-35,卖家宣称全新未拆封，星阅TAB-35电子设备，卖家描述为可正常使用。,星阅,TAB-35,SN-TAB-000129,H2027-0129,false,true,91,none,,Level 1,limited,深圳质检中心,fail,true,true,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-TAB-0130,holdout,tablet,云图TAB-36,云图TAB-36电子设备，卖家描述为可正常使用。,云图,TAB-36,SN-TAB-000130,H2026-0130,false,false,91,none,,Level 2,limited,第三方送检,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Thermal retest result remains unstable after 20 cycles.",medium,REVIEW,
HC-TAB-0131,holdout,tablet,星阅TAB-37,官方整备机，星阅TAB-37电子设备，卖家描述为可正常使用。,星阅,TAB-37,SN-TAB-000131,H2027-0131,false,true,91,partial,,Level 1,unknown,第三方送检,conditional_pass,true,true,A,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-TAB-0132,holdout,tablet,星阅TAB-38,星阅TAB-38电子设备，卖家描述为可正常使用。,星阅,TAB-38,SN-TAB-000132,H2026-0132,false,false,91,full,,Level 1,unknown,第三方送检,conditional_pass,false,true,,true,,基础功能通过，但部分安全指标描述模糊，但备注项较多，需要结合附件人工判断。,medium,REVIEW,battery_safety_concern
HC-TAB-0133,holdout,tablet,星阅TAB-39,卖家描述较短：星阅TAB-39可正常使用。,星阅,TAB-39,SN-TAB-000133,H2027-0133,false,false,91,partial,,Level 2,unknown,平台复核,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-TAB-0134,holdout,tablet,云图TAB-40,云图TAB-40电子设备，卖家描述为可正常使用。,云图,TAB-40,SN-TAB-000134,H2026-0134,false,false,91,none,,Level 1,unknown,第三方送检,fail,false,false,,true,,初检摘要写明样机功能正常，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-TAB-0135,holdout,tablet,星阅TAB-41,星阅TAB-41电子设备，卖家描述为可正常使用。,星阅,TAB-41,SN-TAB-0,H2027-0135,false,false,91,full,,Level 3,compliant,第三方送检,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-TAB-0136,holdout,tablet,云图TAB-42,卖家宣称全新未拆封，云图TAB-42电子设备，卖家描述为可正常使用。,云图,TAB-42,SN-TAB-000136,H2026-0136,false,true,91,none,,Level 2,unknown,平台复核,fail,true,true,C,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-TAB-0137,holdout,tablet,云图TAB-43,云图TAB-43电子设备，卖家描述为可正常使用。,云图,TAB-43,SN-TAB-000137,H2027-0137,false,false,91,none,,Level 2,limited,第三方送检,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Final note: manual review required before release.",medium,REVIEW,
HC-TAB-0138,holdout,tablet,星阅TAB-44,官方整备机，星阅TAB-44电子设备，卖家描述为可正常使用。,星阅,TAB-44,SN-TAB-000138,H2026-0138,false,true,91,full,,Level 3,unknown,第三方送检,conditional_pass,true,true,A,true,true,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,REVIEW,
HC-TAB-0139,holdout,tablet,星阅TAB-45,星阅TAB-45电子设备，卖家描述为可正常使用。,星阅,TAB-45,SN-TAB-000139,H2027-0139,false,false,91,none,,Level 1,limited,深圳质检中心,conditional_pass,true,false,,true,,基础功能通过，但部分安全指标描述模糊，最终意见改为建议人工复核后再决定是否放行。,medium,REVIEW,battery_safety_concern
HC-TAB-0140,holdout,tablet,星阅TAB-46,卖家描述较短：星阅TAB-46可正常使用。,星阅,TAB-46,SN-TAB-000140,H2026-0140,false,false,91,partial,,Level 3,compliant,第三方送检,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-TAB-0141,holdout,tablet,星阅TAB-47,星阅TAB-47电子设备，卖家描述为可正常使用。,星阅,TAB-47,SN-TAB-000141,H2027-0141,false,false,91,full,,Level 2,compliant,第三方送检,fail,false,false,,true,,卖家提供的附件摘要称设备可正常使用，但复核页补充说明存在持续发热问题。,high,FAIL,battery_safety_concern
HC-TAB-0142,holdout,tablet,星阅TAB-48,星阅TAB-48电子设备，卖家描述为可正常使用。,星阅,TAB-48,SN-TAB-0,H2026-0142,false,false,91,full,,Level 2,compliant,深圳质检中心,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,
HC-TAB-0143,holdout,tablet,学伴TAB-49,卖家宣称全新未拆封，学伴TAB-49电子设备，卖家描述为可正常使用。,学伴,TAB-49,SN-TAB-000143,H2027-0143,false,true,91,partial,,Level 3,unknown,平台复核,fail,true,true,B,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-TAB-0144,holdout,tablet,学伴TAB-50,学伴TAB-50电子设备，卖家描述为可正常使用。,学伴,TAB-50,SN-TAB-000144,H2026-0144,false,false,91,none,,Level 1,unknown,第三方送检,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Supplement: model code mismatch observed in appendix.",medium,REVIEW,
HC-EAR-0145,holdout,earphone,声澜EAR-51,官方整备机，声澜EAR-51电子设备，卖家描述为可正常使用。,声澜,EAR-51,,H2027-0145,false,true,91,none,,Level 2,compliant,深圳质检中心,conditional_pass,true,true,B,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-EAR-0146,holdout,earphone,声澜EAR-52,声澜EAR-52电子设备，卖家描述为可正常使用。,声澜,EAR-52,,H2026-0146,false,false,91,none,,Level 1,compliant,平台复核,conditional_pass,true,false,,true,,基础功能通过，但部分安全指标描述模糊，但备注项较多，需要结合附件人工判断。,medium,REVIEW,battery_safety_concern
HC-EAR-0147,holdout,earphone,静听EAR-53,卖家描述较短：静听EAR-53可正常使用。,静听,EAR-53,,H2027-0147,false,false,91,partial,,Level 2,limited,深圳质检中心,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-EAR-0148,holdout,earphone,声澜EAR-54,声澜EAR-54电子设备，卖家描述为可正常使用。,声澜,EAR-54,,H2026-0148,false,false,91,none,,Level 2,limited,第三方送检,fail,false,false,,true,,卖家提供的附件摘要称设备可正常使用，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-EAR-0149,holdout,earphone,静听EAR-55,静听EAR-55电子设备，卖家描述为可正常使用。,静听,EAR-55,,H2027-0149,false,false,91,full,,Level 2,unknown,深圳质检中心,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-EAR-0150,holdout,earphone,静听EAR-56,卖家宣称全新未拆封，静听EAR-56电子设备，卖家描述为可正常使用。,静听,EAR-56,,H2026-0150,false,true,91,none,,Level 1,unknown,深圳质检中心,fail,true,true,B,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-EAR-0151,holdout,earphone,音幕EAR-57,音幕EAR-57电子设备，卖家描述为可正常使用。,音幕,EAR-57,,H2027-0151,false,false,91,none,,Level 2,limited,深圳质检中心,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Final note: manual review required before release.",medium,REVIEW,
HC-EAR-0152,holdout,earphone,静听EAR-58,官方整备机，静听EAR-58电子设备，卖家描述为可正常使用。,静听,EAR-58,,H2026-0152,false,true,91,none,,Level 1,unknown,平台复核,conditional_pass,true,true,B,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-EAR-0153,holdout,earphone,静听EAR-59,静听EAR-59电子设备，卖家描述为可正常使用。,静听,EAR-59,,H2027-0153,false,false,91,none,,Level 2,compliant,平台复核,conditional_pass,true,false,,true,,基础功能通过，但部分安全指标描述模糊，但备注项较多，需要结合附件人工判断。,medium,REVIEW,battery_safety_concern
HC-EAR-0154,holdout,earphone,声澜EAR-60,卖家描述较短：声澜EAR-60可正常使用。,声澜,EAR-60,,H2026-0154,false,false,91,partial,,Level 1,compliant,平台复核,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-EAR-0155,holdout,earphone,音幕EAR-61,音幕EAR-61电子设备，卖家描述为可正常使用。,音幕,EAR-61,,H2027-0155,false,false,91,full,,Level 2,compliant,平台复核,fail,false,false,,true,,卖家提供的附件摘要称设备可正常使用，但后续复检备注明确建议暂缓上架。,high,FAIL,battery_safety_concern
HC-EAR-0156,holdout,earphone,音幕EAR-62,音幕EAR-62电子设备，卖家描述为可正常使用。,音幕,EAR-62,,H2026-0156,false,false,91,full,,Level 2,unknown,深圳质检中心,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
HC-EAR-0157,holdout,earphone,声澜EAR-63,卖家宣称全新未拆封，声澜EAR-63电子设备，卖家描述为可正常使用。,声澜,EAR-63,,H2027-0157,false,true,91,none,,Level 1,unknown,平台复核,fail,true,true,A,true,false,检测页记录存在拆修痕迹，整机可开机，但销售描述与实物状态不一致。,high,FAIL,undisclosed_refurbished_status
HC-EAR-0158,holdout,earphone,音幕EAR-64,音幕EAR-64电子设备，卖家描述为可正常使用。,音幕,EAR-64,,H2026-0158,false,false,91,none,,Level 3,limited,深圳质检中心,conditional_pass,true,true,,true,,"Summary: device passed basic checks, Supplement: model code mismatch observed in appendix.",medium,REVIEW,
HC-EAR-0159,holdout,earphone,音幕EAR-65,官方整备机，音幕EAR-65电子设备，卖家描述为可正常使用。,音幕,EAR-65,,H2027-0159,false,true,91,partial,,Level 1,compliant,平台复核,conditional_pass,true,true,A,true,false,报告正文未直接写明翻新，仅备注更换外壳与电池，建议人工判断披露是否充分。,medium,FAIL,undisclosed_refurbished_status
HC-EAR-0160,holdout,earphone,音幕EAR-66,音幕EAR-66电子设备，卖家描述为可正常使用。,音幕,EAR-66,,H2026-0160,false,false,91,partial,,Level 1,unknown,深圳质检中心,conditional_pass,true,false,,true,,基础功能通过，但部分安全指标描述模糊，但备注项较多，需要结合附件人工判断。,medium,REVIEW,battery_safety_concern
HC-EAR-0161,holdout,earphone,静听EAR-67,卖家描述较短：静听EAR-67可正常使用。,静听,EAR-67,,H2027-0161,false,false,91,partial,,Level 2,unknown,平台复核,pass,true,true,,true,,检测页摘要：合格。附页参数正常，建议按常规流程上架。,low,PASS,
HC-EAR-0162,holdout,earphone,音幕EAR-68,音幕EAR-68电子设备，卖家描述为可正常使用。,音幕,EAR-68,,H2026-0162,false,false,91,partial,,Level 3,compliant,平台复核,fail,false,false,,true,,送检记录第一页显示外观与基本功能合格，但复核结论指出关键证书信息无法核验。,high,FAIL,battery_safety_concern
HC-EAR-0163,holdout,earphone,静听EAR-69,静听EAR-69电子设备，卖家描述为可正常使用。,静听,EAR-69,,H2027-0163,false,false,91,full,,Level 2,unknown,第三方送检,conditional_pass,true,true,,true,,检测摘录显示功能基本正常，但设备识别码仅保留前半段，需人工核验。,medium,REVIEW,missing_device_identifier
